"sono ansioso, inquieto o angosciato","sono preoccupato, tormentato o infastitdito","sono scoraggiato, depresso, abbattuto",ho l'impressione di perdere il controllo,"mii sento solo, isolato, incompreso",mi sento il cuore che batte velocemente o irregolarment,"sono irritabile, ho i nervi a fior di pelle, perdo la pazienza con le persone e le cose",sono stressato,"sono inefficiente, inadeguato",sono calmo,"ho il respiro corto, a scatti, limitato, rapido","ho il viso (fronte, sopracciglia o labbra) contratto, corrugato, teso","ho i muscoli tesi o che tremano, ho crampi muscolari",ho l’impressione che ogni cosa mi comporti uno sforzo notevole,"controllo male le mie reazioni, l’umore, i gesti","sono confuso, non ho le idee chiare, manco di attenzione e di concentrazione",sento “un gran peso sulle spalle”,mi sento la gola stretta o la bocca secca,"ho difficoltà a digerire, mal di stomaco, mi sento un nodo allo stomaco",ho improvvise variazioni della temperatura corporea,faccio lunghi sospiri o riprendo di colpo la respirazione,sono teso o contratto,"riesamino le stesse idee più volte, rimugino,","mi sento sopraffatto, sovrastato, sovraccaricato",ho le mascelle serrate,"sono brusco nei comportamenti, mi muovo rapidamente e a scatti",ho soprassalti per situazioni inattese o rumori improvvisi,sono aggressivo,ho i lineamenti tirati o le occhiaie,"ho dei dolori fisici: mal di schiena, mal di testa, male al collo, mal di pancia",sono affaticato,"sono maldestro, faccio gaffes, inciampo, perdo le cose",piango facilmente,evito i contatti sociali o non frequento più attività culturali,sono preoccupato di ciò che può succedere il giorno dopo,ho diarrea o crampi intestinali o stitichezza,sono rilassato*,Mi mangio le unghie o la pelle intorno alle dita,"Sto continuamente attento all’orario, guardo spesso il mio orologio o chiedo l’ora",impiego più di mezz’ora per addormentarmi,tendo a saltare i pasti o a dimenticare di mangiare,"mi sento pieno di energia, in forma",vedo la vita semplice e facile,"sono irrequieto, ho sempre bisogno di muovermi, non riesco a stare fermo",ho le mani sudate o sudo molto,"dimentico appuntamenti, oggetti o cose da fare",cammino velocemente,"mi sento pressato dal tempo, mi manca il tempo","mangio velocemente, finisco di pranzare in meno di 15 minuti"
0.48474315,0.4211728,0.49731684,0.5039179,0.51319486,0.56656027,0.42431474,0.48392957,0.35496688,0.5253028,1.0,0.39912087,0.4947539,0.32997984,0.44567624,0.39718384,0.40899926,0.6203753,0.32708424,0.40172783,0.80590665,0.3327008,0.024912436,0.47520745,0.3688867,0.5431256,0.5444472,0.36979228,0.41529152,0.297664,0.5429466,0.4405598,0.45295537,0.19165245,0.18488766,0.3671781,-0.56874084,0.29513538,0.20986962,0.3560776,0.27597922,-0.47482213,-0.37190446,0.52192307,0.49124122,0.2916828,0.45301032,0.5214491,0.39074376
0.4059438,0.53660315,0.4551596,0.46067363,0.32103154,0.34122062,0.52360976,0.496814,0.214274,0.40726382,0.39912087,1.0,0.5345987,0.3237211,0.40696675,0.34768915,0.48747003,0.5761548,0.35268116,0.35548553,0.47042158,0.44266248,0.07900168,0.36975044,0.78807825,0.3625657,0.47278574,0.50954264,0.6050607,0.3744249,0.56595206,0.5652128,0.3389302,0.24011138,0.2721384,0.47992557,-0.42713696,0.57314324,0.11405094,0.18663105,0.2123596,-0.32983404,-0.11091406,0.37407044,0.6504233,0.20534597,0.14758208,0.24115492,0.11968525
0.45792717,0.4932782,0.46146828,0.5228379,0.26122177,0.5343398,0.55746865,0.5887524,0.25238386,0.32686764,0.4947539,0.5345987,1.0,0.38145527,0.4765545,0.2872024,0.6204755,0.5036378,0.43834317,0.42166695,0.5436048,0.30372792,0.11516069,0.44329548,0.44525346,0.49612546,0.4352114,0.52426344,0.4693819,0.57041156,0.54252595,0.42550153,0.37181026,0.1626423,0.28629124,0.44337535,-0.40380383,0.4912166,0.25133735,0.26420486,0.2845316,-0.550493,-0.082789734,0.53873247,0.6228721,0.2609293,0.2720858,0.33161026,0.20327222
0.40004683,0.41463774,0.41569883,0.48123974,0.36498418,0.3640336,0.41754112,0.46358892,0.40687793,0.27462178,0.32997984,0.3237211,0.38145527,1.0,0.34561902,0.45039192,0.45109826,0.21402091,0.22326863,0.26920557,0.3702203,0.3413705,0.30581182,0.51568335,0.3754774,0.5373683,0.43353587,0.41507182,0.4381104,0.19106504,0.52774066,0.54031503,0.3138337,0.1659486,0.22379923,0.23482975,-0.32329512,0.33453858,0.40207335,0.3422486,0.22527626,-0.58520293,-0.2468117,0.48173892,0.5314463,0.28875974,0.34298897,0.45362905,0.24986538
0.532099,0.5652797,0.48202068,0.66528916,0.3679274,0.43415108,0.61154246,0.5035826,0.27279735,0.33453494,0.44567624,0.40696675,0.4765545,0.34561902,1.0,0.42923817,0.44027752,0.4049664,0.30881947,0.3640012,0.5200894,0.28450292,0.20844781,0.5375879,0.32327628,0.57463276,0.5430193,0.5109384,0.32969093,0.37457764,0.45997468,0.47964707,0.2984696,0.46178162,0.22020999,0.29662603,-0.41066343,0.40866166,0.35578117,0.2633525,0.41004902,-0.42459148,-0.074407116,0.5113866,0.4725391,0.3322196,0.16760682,0.3759125,0.22796585
0.55563176,0.52835864,0.47928727,0.54027754,0.42950758,0.27234462,0.5040809,0.49808878,0.38963956,0.39339703,0.39718384,0.34768915,0.2872024,0.45039192,0.42923817,1.0,0.2952549,0.31258714,0.2713495,0.23883522,0.3530866,0.30016857,0.34928071,0.40978116,0.33214575,0.43851182,0.44543535,0.3396297,0.37769723,0.19709337,0.5139766,0.49713236,0.19288814,0.34102672,0.36929214,0.24090165,-0.38704032,0.2818976,0.3062725,0.27761072,0.32739222,-0.31481123,-0.2460027,0.45645383,0.39704227,0.4665758,0.13300943,0.47612375,0.29667455
0.487032,0.57991445,0.5597099,0.62715423,0.39881158,0.5468175,0.504318,0.63831186,0.27076846,0.3477466,0.40899926,0.48747003,0.6204755,0.45109826,0.44027752,0.2952549,1.0,0.58708113,0.46337357,0.3238895,0.49990845,0.3650305,0.11306453,0.667745,0.39984193,0.39643836,0.40189636,0.47581106,0.37479007,0.5108709,0.63231504,0.50189173,0.4206172,0.13609916,0.3218016,0.38313514,-0.4586229,0.3758571,0.23167697,0.2835921,0.3611638,-0.5599584,-0.084851205,0.51920855,0.5932963,0.23582876,0.2266775,0.40479,0.21953642
0.47341752,0.54115546,0.46652478,0.5338677,0.37066168,0.5310766,0.4993296,0.52463686,0.16755041,0.4289359,0.6203753,0.5761548,0.5036378,0.21402091,0.4049664,0.31258714,0.58708113,1.0,0.63252664,0.41427404,0.6683598,0.2885121,0.030401345,0.48868042,0.4480894,0.31261614,0.51609707,0.3296392,0.3459679,0.52117455,0.5338898,0.4346476,0.42655262,0.10445644,0.31923926,0.65351415,-0.44289455,0.43923357,0.09997422,0.20757951,0.41898882,-0.35671023,-0.17807886,0.31561506,0.5819994,0.16186243,0.08885715,0.34408578,0.32352844
0.42240125,0.44772935,0.4555828,0.4639523,0.22904298,0.4147712,0.55187654,0.4843223,0.19918522,0.19336206,0.32708424,0.35268116,0.43834317,0.22326863,0.30881947,0.2713495,0.46337357,0.63252664,1.0,0.33049393,0.36476088,0.11097717,-0.036406923,0.48144728,0.21716787,0.27885747,0.23875037,0.23251334,0.13295859,0.6677878,0.4319393,0.38831872,0.29774007,0.05123604,0.26491648,0.7881143,-0.2375035,0.40734673,0.09165651,0.18624495,0.44652265,-0.37459165,-0.113133386,0.40465483,0.3989027,0.18447828,0.052005522,0.32019126,0.42897677
0.3154187,0.3173921,0.30021822,0.39862186,0.20540187,0.38960117,0.40938818,0.32577312,0.10471794,0.23484239,0.40172783,0.35548553,0.42166695,0.26920557,0.3640012,0.23883522,0.3238895,0.41427404,0.33049393,1.0,0.436566,0.101793654,0.16157964,0.3542897,0.36883053,0.43191367,0.4088225,0.2360751,0.3188638,0.2904776,0.35692558,0.2576767,0.25664514,0.080328256,0.28872445,0.38585514,-0.23641,0.38402712,0.23262997,0.2127505,0.30839226,-0.47742596,-0.09444367,0.24712387,0.48998854,0.18430725,0.20267582,0.28802013,0.27976808
0.45144352,0.4676932,0.48702633,0.6060358,0.41481063,0.55605876,0.4664902,0.53054607,0.28026193,0.44433355,0.80590665,0.47042158,0.5436048,0.3702203,0.5200894,0.3530866,0.49990845,0.6683598,0.36476088,0.436566,1.0,0.32877362,0.19368562,0.49812448,0.46883994,0.5574143,0.643776,0.44039333,0.44427505,0.34010032,0.6084728,0.4687024,0.45495608,0.2112723,0.3249417,0.45455694,-0.5382706,0.3585369,0.29699874,0.44001234,0.38074628,-0.42530432,-0.15257034,0.532951,0.59284854,0.24673444,0.31709242,0.46993867,0.32898453
0.37165427,0.436198,0.38802207,0.4324834,0.29262272,0.32043624,0.2517361,0.41808963,0.3476954,0.49229896,0.3327008,0.44266248,0.30372792,0.3413705,0.28450292,0.30016857,0.3650305,0.2885121,0.11097717,0.101793654,0.32877362,1.0,0.1041998,0.23673645,0.46160585,0.27486682,0.36228567,0.4918884,0.45239925,0.06939476,0.63039553,0.5525811,0.21138254,0.2579461,0.26844987,0.18794468,-0.55579245,0.28096712,0.17237929,0.312867,0.33025473,-0.20922649,-0.16046867,0.35349488,0.4965198,0.3676405,0.28635216,0.4074431,0.16333157
0.21114579,0.21120733,0.1895971,0.2227983,0.23154362,0.19134173,0.08532834,0.11556159,0.13513345,-0.005628201,0.024912436,0.07900168,0.11516069,0.30581182,0.20844781,0.34928071,0.11306453,0.030401345,-0.036406923,0.16157964,0.19368562,0.1041998,1.0,0.122111514,0.14676216,0.2814845,0.3441673,0.15711308,0.26583585,-0.0484188,0.15253602,0.18322177,0.095043376,0.10979382,0.20767863,0.024129042,-0.09669087,0.14812401,0.31676558,0.086961195,0.2779523,-0.118863195,-0.08513046,0.10050851,0.20674513,0.1544052,0.051788434,0.12996884,0.032345347
0.6555749,0.6493968,0.739328,0.6891248,0.5768835,0.54459906,0.6968528,0.64889836,0.5229631,0.31002218,0.47520745,0.36975044,0.44329548,0.51568335,0.5375879,0.40978116,0.667745,0.48868042,0.48144728,0.3542897,0.49812448,0.23673645,0.122111514,1.0,0.2215597,0.5301811,0.4530248,0.4186718,0.2358169,0.48548803,0.6314909,0.63529325,0.46905935,0.2898263,0.23284888,0.36382222,-0.40240818,0.29873425,0.27819985,0.28115147,0.366952,-0.63816285,-0.16968691,0.610788,0.45892465,0.32279587,0.16141483,0.55236876,0.25871322
0.25241372,0.38139334,0.28937423,0.44739175,0.30382445,0.2914236,0.37958843,0.41338408,0.22429998,0.48404682,0.3688867,0.78807825,0.44525346,0.3754774,0.32327628,0.33214575,0.39984193,0.4480894,0.21716787,0.36883053,0.46883994,0.46160585,0.14676216,0.2215597,1.0,0.34259427,0.46927887,0.46313804,0.75112724,0.16781035,0.58769464,0.4995685,0.27835637,0.16081063,0.30658326,0.34679443,-0.49605638,0.5067042,0.23084201,0.2777391,0.2223389,-0.3044935,-0.13339373,0.3082325,0.6163144,0.23639354,0.25436974,0.28627878,0.13715455
0.4555927,0.43652847,0.44612706,0.6432781,0.3540433,0.53822714,0.5273149,0.4837341,0.3758915,0.34685248,0.5431256,0.3625657,0.49612546,0.5373683,0.57463276,0.43851182,0.39643836,0.31261614,0.27885747,0.43191367,0.5574143,0.27486682,0.2814845,0.5301811,0.34259427,1.0,0.6474644,0.6377659,0.42547876,0.25209305,0.5285492,0.5700563,0.35025895,0.312993,0.28452393,0.3030837,-0.33637232,0.3287977,0.5012375,0.2641187,0.2591646,-0.49804223,-0.15399691,0.6576438,0.49011528,0.24681464,0.61260235,0.61642206,0.41400996
0.47307205,0.49650317,0.43241596,0.5967623,0.49032837,0.5096617,0.42439395,0.4667008,0.38466325,0.3888205,0.5444472,0.47278574,0.4352114,0.43353587,0.5430193,0.44543535,0.40189636,0.51609707,0.23875037,0.4088225,0.643776,0.36228567,0.3441673,0.4530248,0.46927887,0.6474644,1.0,0.480891,0.50370115,0.279937,0.5330627,0.5184976,0.37671077,0.3198552,0.32053995,0.3477438,-0.42988968,0.31442955,0.35590065,0.27847692,0.37458295,-0.35065347,-0.22850348,0.40292346,0.50395274,0.29952276,0.27151033,0.4384591,0.2076889
0.53768265,0.606349,0.463317,0.5605593,0.2938125,0.46033573,0.49135122,0.57333696,0.30882895,0.4138645,0.36979228,0.50954264,0.52426344,0.41507182,0.5109384,0.3396297,0.47581106,0.3296392,0.23251334,0.2360751,0.44039333,0.4918884,0.15711308,0.4186718,0.46313804,0.6377659,0.480891,1.0,0.3999176,0.19577694,0.6001762,0.57182044,0.3490599,0.26048046,0.3100134,0.28614768,-0.4231165,0.3527341,0.2528097,0.18764508,0.18999071,-0.3866635,-0.059149187,0.545626,0.54176104,0.14035876,0.3878541,0.39051968,0.16636239
0.29590484,0.33962947,0.2890669,0.4261166,0.27514714,0.35135233,0.29875398,0.3742376,0.25624767,0.40226138,0.41529152,0.6050607,0.4693819,0.4381104,0.32969093,0.37769723,0.37479007,0.3459679,0.13295859,0.3188638,0.44427505,0.45239925,0.26583585,0.2358169,0.75112724,0.42547876,0.50370115,0.3999176,1.0,0.17863744,0.51657593,0.4650104,0.2365837,0.22533338,0.2305426,0.27722907,-0.44499606,0.48901817,0.4062649,0.287177,0.29702556,-0.33099306,-0.22238535,0.3507166,0.60718584,0.27904296,0.32472777,0.2985362,0.20223084
0.47818756,0.50592315,0.46639043,0.3744517,0.21477161,0.39357674,0.6480975,0.4830119,0.18321341,0.15155964,0.297664,0.3744249,0.57041156,0.19106504,0.37457764,0.19709337,0.5108709,0.52117455,0.6677878,0.2904776,0.34010032,0.06939476,-0.0484188,0.48548803,0.16781035,0.25209305,0.279937,0.19577694,0.17863744,1.0,0.3500716,0.33182374,0.3135897,0.092575654,0.27712828,0.5994043,-0.20130059,0.34274113,0.13786349,0.18052575,0.25302634,-0.30227005,-0.08177164,0.34604245,0.37702107,0.22358565,0.0027671913,0.2685279,0.15441218
0.60602593,0.67007446,0.71564794,0.75965035,0.5231833,0.51318085,0.6306157,0.8152831,0.5665605,0.6327332,0.5429466,0.56595206,0.54252595,0.52774066,0.45997468,0.5139766,0.63231504,0.5338898,0.4319393,0.35692558,0.6084728,0.63039553,0.15253602,0.6314909,0.58769464,0.5285492,0.5330627,0.6001762,0.51657593,0.3500716,1.0,0.79738003,0.56463116,0.25884354,0.41737747,0.41508797,-0.7402837,0.41449374,0.31920785,0.49524096,0.4708164,-0.5329752,-0.19489071,0.6808776,0.6606984,0.42696357,0.36132646,0.66463464,0.37597558
0.5528272,0.6231065,0.72824377,0.7035866,0.4932346,0.39515364,0.68870497,0.6104059,0.5997554,0.51018816,0.4405598,0.5652128,0.42550153,0.54031503,0.47964707,0.49713236,0.50189173,0.4346476,0.38831872,0.2576767,0.4687024,0.5525811,0.18322177,0.63529325,0.4995685,0.5700563,0.5184976,0.57182044,0.4650104,0.33182374,0.79738003,1.0,0.47481108,0.32584664,0.2834456,0.4084064,-0.53463566,0.42696145,0.28735495,0.26631364,0.4289353,-0.39912307,-0.24790828,0.63008964,0.62704355,0.4292134,0.20915139,0.527354,0.29642582
0.43800455,0.47434717,0.6045847,0.4249934,0.470159,0.5602964,0.47612232,0.555027,0.26423675,0.43130952,0.45295537,0.3389302,0.37181026,0.3138337,0.2984696,0.19288814,0.4206172,0.42655262,0.29774007,0.25664514,0.45495608,0.21138254,0.095043376,0.46905935,0.27835637,0.35025895,0.37671077,0.3490599,0.2365837,0.3135897,0.56463116,0.47481108,1.0,0.013966955,0.13453737,0.2742248,-0.48635072,0.23569036,0.15841225,0.1915057,0.15306827,-0.34057775,-0.33372134,0.43171304,0.40907532,0.14488453,0.28892845,0.39635873,0.1611696
0.31397343,0.33197016,0.27923977,0.3641615,0.38726342,0.078164145,0.38764435,0.21210778,0.24845786,0.25507766,0.19165245,0.24011138,0.1626423,0.1659486,0.46178162,0.34102672,0.13609916,0.10445644,0.05123604,0.080328256,0.2112723,0.2579461,0.10979382,0.2898263,0.16081063,0.312993,0.3198552,0.26048046,0.22533338,0.092575654,0.25884354,0.32584664,0.013966955,1.0,0.14939436,0.08170737,-0.26459745,0.2215403,0.18037337,0.17790121,0.35839248,-0.15706027,-0.16004108,0.2969359,0.20654531,0.5155617,0.09246178,0.30858725,0.1772205
0.41079187,0.51886636,0.3212877,0.4147879,0.16124178,0.28409302,0.36317745,0.42417073,0.08615029,0.20030594,0.18488766,0.2721384,0.28629124,0.22379923,0.22020999,0.36929214,0.3218016,0.31923926,0.26491648,0.28872445,0.3249417,0.26844987,0.20767863,0.23284888,0.30658326,0.28452393,0.32053995,0.3100134,0.2305426,0.27712828,0.41737747,0.2834456,0.13453737,0.14939436,1.0,0.32690203,-0.24764475,0.2515534,0.26131946,0.30511972,0.37925386,-0.22569545,-0.039742466,0.23137401,0.31919372,0.26583037,0.099076614,0.40354562,0.25016892
0.3692509,0.46334863,0.37972984,0.3777827,0.17922243,0.3410883,0.47261232,0.4005337,0.18108064,0.21507126,0.3671781,0.47992557,0.44337535,0.23482975,0.29662603,0.24090165,0.38313514,0.65351415,0.7881143,0.38585514,0.45455694,0.18794468,0.024129042,0.36382222,0.34679443,0.3030837,0.3477438,0.28614768,0.27722907,0.5994043,0.41508797,0.4084064,0.2742248,0.08170737,0.32690203,1.0,-0.20707631,0.42300838,0.10658604,0.2382748,0.39258894,-0.24489179,-0.109817624,0.30421466,0.50157607,0.15454538,0.051122338,0.22916234,0.30358213
-0.5138424,-0.5209893,-0.56498075,-0.4767667,-0.5705,-0.42546254,-0.39495417,-0.5849012,-0.3071283,-0.861256,-0.56874084,-0.42713696,-0.40380383,-0.32329512,-0.41066343,-0.38704032,-0.4586229,-0.44289455,-0.2375035,-0.23641,-0.5382706,-0.55579245,-0.09669087,-0.40240818,-0.49605638,-0.33637232,-0.42988968,-0.4231165,-0.44499606,-0.20130059,-0.7402837,-0.53463566,-0.48635072,-0.26459745,-0.24764475,-0.20707631,1.0,-0.28671706,-0.25138655,-0.3732896,-0.39635628,0.45741135,0.364258,-0.47417003,-0.4607579,-0.39726648,-0.342067,-0.482427,-0.2822335
0.35046983,0.40945685,0.33576196,0.4255407,0.26248047,0.35361567,0.479384,0.34869277,0.15576619,0.2259373,0.29513538,0.57314324,0.4912166,0.33453858,0.40866166,0.2818976,0.3758571,0.43923357,0.40734673,0.38402712,0.3585369,0.28096712,0.14812401,0.29873425,0.5067042,0.3287977,0.31442955,0.3527341,0.48901817,0.34274113,0.41449374,0.42696145,0.23569036,0.2215403,0.2515534,0.42300838,-0.28671706,1.0,0.2820738,0.17664069,0.44130012,-0.3108917,-0.1385096,0.35131466,0.71569127,0.25857654,0.11986817,0.26613086,0.34616077
0.28115922,0.24736457,0.17483625,0.3754183,0.17744552,0.24562898,0.30603436,0.28605366,0.18649945,0.2029409,0.20986962,0.11405094,0.25133735,0.40207335,0.35578117,0.3062725,0.23167697,0.09997422,0.09165651,0.23262997,0.29699874,0.17237929,0.31676558,0.27819985,0.23084201,0.5012375,0.35590065,0.2528097,0.4062649,0.13786349,0.31920785,0.28735495,0.15841225,0.18037337,0.26131946,0.10658604,-0.25138655,0.2820738,1.0,0.3831746,0.25521433,-0.27300444,-0.12163593,0.34661672,0.31750134,0.28077677,0.22911805,0.53511703,0.3031441
0.2715872,0.2602303,0.2325979,0.3212351,0.2397109,0.21456385,0.2544006,0.37285745,0.28449315,0.29496112,0.3560776,0.18663105,0.26420486,0.3422486,0.2633525,0.27761072,0.2835921,0.20757951,0.18624495,0.2127505,0.44001234,0.312867,0.086961195,0.28115147,0.2777391,0.2641187,0.27847692,0.18764508,0.287177,0.18052575,0.49524096,0.26631364,0.1915057,0.17790121,0.30511972,0.2382748,-0.3732896,0.17664069,0.3831746,1.0,0.35163075,-0.33781892,-0.15012805,0.3234805,0.3356228,0.34118903,0.24712262,0.45919496,0.3953852
