"sono ansioso, inquieto o angosciato","sono preoccupato, tormentato o infastitdito","sono scoraggiato, depresso, abbattuto",ho l'impressione di perdere il controllo,"mii sento solo, isolato, incompreso",mi sento il cuore che batte velocemente o irregolarment,"sono irritabile, ho i nervi a fior di pelle, perdo la pazienza con le persone e le cose",sono stressato,"sono inefficiente, inadeguato",sono calmo,"ho il respiro corto, a scatti, limitato, rapido","ho il viso (fronte, sopracciglia o labbra) contratto, corrugato, teso","ho i muscoli tesi o che tremano, ho crampi muscolari",ho l’impressione che ogni cosa mi comporti uno sforzo notevole,"controllo male le mie reazioni, l’umore, i gesti","sono confuso, non ho le idee chiare, manco di attenzione e di concentrazione",sento “un gran peso sulle spalle”,mi sento la gola stretta o la bocca secca,"ho difficoltà a digerire, mal di stomaco, mi sento un nodo allo stomaco",ho improvvise variazioni della temperatura corporea,faccio lunghi sospiri o riprendo di colpo la respirazione,sono teso o contratto,"riesamino le stesse idee più volte, rimugino,","mi sento sopraffatto, sovrastato, sovraccaricato",ho le mascelle serrate,"sono brusco nei comportamenti, mi muovo rapidamente e a scatti",ho soprassalti per situazioni inattese o rumori improvvisi,sono aggressivo,ho i lineamenti tirati o le occhiaie,"ho dei dolori fisici: mal di schiena, mal di testa, male al collo, mal di pancia",sono affaticato,"sono maldestro, faccio gaffes, inciampo, perdo le cose",piango facilmente,evito i contatti sociali o non frequento più attività culturali,sono preoccupato di ciò che può succedere il giorno dopo,ho diarrea o crampi intestinali o stitichezza,sono rilassato*,Mi mangio le unghie o la pelle intorno alle dita,"Sto continuamente attento all’orario, guardo spesso il mio orologio o chiedo l’ora",impiego più di mezz’ora per addormentarmi,tendo a saltare i pasti o a dimenticare di mangiare,"mi sento pieno di energia, in forma",vedo la vita semplice e facile,"sono irrequieto, ho sempre bisogno di muovermi, non riesco a stare fermo",ho le mani sudate o sudo molto,"dimentico appuntamenti, oggetti o cose da fare",cammino velocemente,"mi sento pressato dal tempo, mi manca il tempo","mangio velocemente, finisco di pranzare in meno di 15 minuti"
0.54719275,0.47117978,0.4129337,0.51429135,0.2735808,0.6294553,0.523173,0.4903546,0.31482607,0.39951816,1.0,0.564224,0.6875336,0.38274717,0.45966396,0.40102184,0.3576616,0.7398871,0.49681616,0.55557907,0.8293375,0.29932183,0.16078264,0.55067956,0.44638333,0.60410047,0.51462215,0.35069013,0.52611995,0.5552117,0.62126875,0.65572727,0.45089585,0.2674777,0.29761106,0.49818784,-0.46115893,0.4290892,0.32264555,0.41850966,0.44023058,-0.4767488,-0.28932458,0.637389,0.60616344,0.30088446,0.579865,0.58419776,0.42814842
0.48068166,0.47519714,0.38441825,0.36601767,0.20816544,0.31822863,0.4735508,0.4149379,0.14586063,0.36461878,0.564224,1.0,0.5937501,0.28361395,0.35582596,0.30096307,0.3261258,0.5742613,0.46632653,0.44070688,0.4931473,0.3291303,0.11409846,0.43286535,0.5172236,0.40291804,0.34308413,0.36094666,0.76698005,0.5102934,0.5280024,0.6071331,0.34876055,0.24284202,0.2859837,0.4439224,-0.4109662,0.539785,0.30186823,0.28773904,0.3030282,-0.38790488,-0.19140963,0.45423397,0.5156369,0.25305313,0.34131616,0.32778752,0.23687619
0.48300135,0.41564444,0.3441234,0.46958935,0.17284593,0.5308862,0.44041258,0.47355402,0.21224515,0.32685575,0.6875336,0.5937501,1.0,0.35518074,0.42913377,0.30117005,0.4237566,0.52124876,0.44646144,0.49833465,0.6392235,0.42786536,0.13766146,0.50991374,0.47994202,0.5234501,0.39564246,0.38948458,0.4990723,0.624989,0.58254695,0.6063154,0.37530467,0.21572998,0.27945274,0.43811834,-0.44379574,0.44167262,0.26779237,0.36893243,0.37989086,-0.5880044,-0.14023587,0.65658367,0.5819356,0.2620762,0.42642656,0.4098698,0.31864724
0.5447091,0.531363,0.5187328,0.5091777,0.41304284,0.33188242,0.49926224,0.59805596,0.37437254,0.25852054,0.38274717,0.28361395,0.35518074,1.0,0.38411152,0.53088605,0.57164216,0.24986285,0.27013007,0.30081594,0.41701072,0.36393493,0.3630957,0.5787635,0.37602642,0.45179594,0.48512158,0.45296842,0.3590408,0.29877678,0.5886159,0.516842,0.2920541,0.30437803,0.42693192,0.28045583,-0.3051313,0.2644977,0.48452377,0.47934836,0.38181242,-0.42695212,-0.3283538,0.5662929,0.4476158,0.4166297,0.35775712,0.56115437,0.19156186
0.6304658,0.5748487,0.47562173,0.6691693,0.27307218,0.3834315,0.6002396,0.5583662,0.22257559,0.47809905,0.45966396,0.35582596,0.42913377,0.38411152,1.0,0.46315363,0.27474478,0.34375322,0.21179153,0.3787077,0.5004269,0.32655844,0.26428822,0.44796604,0.3502794,0.56810236,0.47984618,0.4421224,0.40115476,0.26145506,0.4299863,0.55338705,0.47842926,0.40886635,0.3550014,0.25353724,-0.46563584,0.32467976,0.37772727,0.27026725,0.3308936,-0.3553798,-0.23256429,0.46624833,0.4540337,0.377264,0.28581876,0.46674794,0.18723896
0.6021309,0.5878448,0.5283275,0.629785,0.3618999,0.29010057,0.54500896,0.53904706,0.44659597,0.30782184,0.40102184,0.30096307,0.30117005,0.53088605,0.46315363,1.0,0.30821025,0.3324352,0.2798526,0.28994125,0.41241965,0.3124879,0.30992725,0.44213802,0.28744835,0.46200186,0.46716422,0.31505042,0.42512444,0.30135676,0.5147,0.5427776,0.3004303,0.367364,0.39024228,0.260881,-0.34792364,0.18174303,0.36849076,0.30466026,0.40684882,-0.282193,-0.27634254,0.53763986,0.3593259,0.49896714,0.28866708,0.575632,0.124806404
0.5038729,0.5030433,0.46591598,0.46048552,0.39874202,0.3817855,0.2982511,0.49331868,0.20394602,0.36494413,0.3576616,0.3261258,0.4237566,0.57164216,0.27474478,0.30821025,1.0,0.35954493,0.36265332,0.26921847,0.3877977,0.42573777,0.24130306,0.5918427,0.42753917,0.26608872,0.4342965,0.30506378,0.39665905,0.39753357,0.5740452,0.39140067,0.297399,0.17126065,0.40131417,0.26827782,-0.41145515,0.18077683,0.20850882,0.2951423,0.2552992,-0.39671314,-0.25903663,0.43259972,0.3836271,0.24461408,0.30671692,0.39363694,0.06793309
0.5216405,0.48670378,0.3814366,0.4411439,0.24021983,0.5363834,0.45500144,0.43731958,0.17316861,0.31927675,0.7398871,0.5742613,0.52124876,0.24986285,0.34375322,0.3324352,0.35954493,1.0,0.62438804,0.49501488,0.72798955,0.28569645,0.17194727,0.47269806,0.42463374,0.3315701,0.48384804,0.23325776,0.55169225,0.5963749,0.5472543,0.57543564,0.3988578,0.21309789,0.2893881,0.56278133,-0.40832067,0.47473347,0.17069899,0.28951126,0.4366919,-0.34463832,-0.15871345,0.41987497,0.5329801,0.22711055,0.291095,0.37684774,0.24821188
0.43241763,0.41767767,0.33216825,0.4031817,0.15336151,0.3773958,0.40704513,0.4010753,0.16253866,0.19393331,0.49681616,0.46632653,0.44646144,0.27013007,0.21179153,0.2798526,0.36265332,0.62438804,1.0,0.3744552,0.49163258,0.16933112,0.08688735,0.54014665,0.3492555,0.22575122,0.32645687,0.1780861,0.35822916,0.68681544,0.47438106,0.5315649,0.31581596,0.15302683,0.26413387,0.7890477,-0.27686042,0.41571695,0.13904501,0.22061594,0.5669594,-0.32158232,-0.12589818,0.43897617,0.34764478,0.20019671,0.2158064,0.28351662,0.35441998
0.43456176,0.3944948,0.28116164,0.46206182,0.22222744,0.54679555,0.45819765,0.3968232,0.15198566,0.21165524,0.55557907,0.44070688,0.49833465,0.30081594,0.3787077,0.28994125,0.26921847,0.49501488,0.3744552,1.0,0.55590755,0.2218751,0.16139416,0.4248402,0.36524191,0.46961924,0.5691823,0.2982606,0.45557225,0.4510145,0.45794076,0.55984366,0.33566642,0.21958892,0.36302924,0.4591306,-0.32142478,0.37501928,0.30718827,0.31667668,0.41758645,-0.40733504,-0.12229235,0.44118795,0.59082186,0.2501195,0.34975687,0.41941413,0.18937397
0.58928835,0.5103698,0.44530457,0.5568192,0.30690548,0.57915723,0.54604924,0.512547,0.20961903,0.35498798,0.8293375,0.4931473,0.6392235,0.41701072,0.5004269,0.41241965,0.3877977,0.72798955,0.49163258,0.55590755,1.0,0.32797202,0.21932457,0.51464134,0.4004475,0.52614015,0.6069275,0.34663522,0.50284725,0.5407245,0.5956147,0.7197512,0.4775307,0.33407184,0.34268877,0.53026414,-0.44873416,0.40594286,0.3291694,0.53290623,0.5353358,-0.3999924,-0.16762482,0.59419745,0.5849493,0.30575678,0.3743611,0.4966941,0.29026762
0.4924931,0.54651487,0.40829164,0.40044448,0.25351194,0.20061694,0.2931286,0.55916595,0.31304824,0.40051156,0.29932183,0.3291303,0.42786536,0.36393493,0.32655844,0.3124879,0.42573777,0.28569645,0.16933112,0.2218751,0.32797202,1.0,0.30551946,0.31423014,0.5931481,0.32602927,0.38981527,0.45916587,0.43447682,0.2125881,0.58298826,0.35574907,0.22412653,0.23115653,0.4744798,0.25395802,-0.47811854,0.33321482,0.25243276,0.2644677,0.28171945,-0.24397793,-0.20718825,0.34565586,0.4063841,0.39469928,0.32663286,0.40844738,0.14369251
0.26835555,0.31267393,0.26281407,0.30798155,0.23117061,0.15120731,0.22557431,0.27140588,0.26466596,0.26000178,0.16078264,0.11409846,0.13766146,0.3630957,0.26428822,0.30992725,0.24130306,0.17194727,0.08688735,0.16139416,0.21932457,0.30551946,1.0,0.20770559,0.38681722,0.2301703,0.36727986,0.22655463,0.3224501,0.11450294,0.32652467,0.27525038,0.12416246,0.08759437,0.39396724,0.17579159,-0.21446687,0.22196674,0.31661764,0.14535594,0.26687193,-0.07596513,-0.28805506,0.24420117,0.26183265,0.2990008,0.14150825,0.279836,0.03664365
0.64570785,0.6110579,0.6029298,0.61409557,0.3702894,0.42035866,0.60378635,0.65751004,0.46105725,0.33043873,0.55067956,0.43286535,0.50991374,0.5787635,0.44796604,0.44213802,0.5918427,0.47269806,0.54014665,0.4248402,0.51464134,0.31423014,0.20770559,1.0,0.4011412,0.43693256,0.4518584,0.33453628,0.39482623,0.46645194,0.7573267,0.6304343,0.46008927,0.3437397,0.33258253,0.47108674,-0.47350198,0.3627934,0.32411635,0.44537592,0.5967013,-0.52791506,-0.27197087,0.5665426,0.4863345,0.41732836,0.35876092,0.6116846,0.38951993
0.45122713,0.49764967,0.42293018,0.51226425,0.23437917,0.30243114,0.38516665,0.53525126,0.2585215,0.51944625,0.44638333,0.5172236,0.47994202,0.37602642,0.3502794,0.28744835,0.42753917,0.42463374,0.3492555,0.36524191,0.4004475,0.5931481,0.38681722,0.4011412,1.0,0.46636546,0.4940204,0.55293715,0.7047682,0.3133128,0.7360493,0.60048544,0.37876087,0.16370228,0.4382874,0.38956016,-0.5803215,0.5637878,0.3013715,0.25892386,0.31574565,-0.3515296,-0.30486715,0.44556427,0.56727344,0.39305794,0.47985536,0.46363938,0.29259795
0.5457642,0.48261023,0.38263556,0.5242731,0.2350044,0.48522294,0.5711916,0.45925987,0.2775671,0.32209766,0.60410047,0.40291804,0.5234501,0.45179594,0.56810236,0.46200186,0.26608872,0.3315701,0.22575122,0.46961924,0.52614015,0.32602927,0.2301703,0.43693256,0.46636546,1.0,0.61554176,0.6943584,0.46886575,0.27431267,0.4990433,0.6597724,0.5291407,0.33380392,0.27944207,0.3036595,-0.38355476,0.30656317,0.4440202,0.31458557,0.3523817,-0.50911665,-0.24959901,0.69973165,0.47184196,0.3801335,0.7209578,0.61124504,0.48562104
0.5876581,0.59099203,0.46778578,0.55516577,0.4341648,0.52011067,0.5175472,0.52363634,0.27562058,0.30250385,0.51462215,0.34308413,0.39564246,0.48512158,0.47984618,0.46716422,0.4342965,0.48384804,0.32645687,0.5691823,0.6069275,0.38981527,0.36727986,0.4518584,0.4940204,0.61554176,1.0,0.44502747,0.54090595,0.35218522,0.52982414,0.65022826,0.46462604,0.39895082,0.4334437,0.4202631,-0.38148534,0.32262024,0.3275791,0.3054626,0.48390636,-0.28860945,-0.2824628,0.48136047,0.48208737,0.47277787,0.37893778,0.5142479,0.14738137
0.45017898,0.48404145,0.36031693,0.41035765,0.16615726,0.27605623,0.4211721,0.526217,0.22920546,0.32915744,0.35069013,0.36094666,0.38948458,0.45296842,0.4421224,0.31505042,0.30506378,0.23325776,0.1780861,0.2982606,0.34663522,0.45916587,0.22655463,0.33453628,0.55293715,0.6943584,0.44502747,1.0,0.42746627,0.19974568,0.5272653,0.5199896,0.35381293,0.20199487,0.3154961,0.2489577,-0.3351583,0.32287118,0.3674814,0.2573827,0.22900286,-0.40400475,-0.098827496,0.4821173,0.40276492,0.2422122,0.5014502,0.40316242,0.25998694
0.5098736,0.53518385,0.42471746,0.49328202,0.27938285,0.3251918,0.44626105,0.4736836,0.2191979,0.4277672,0.52611995,0.76698005,0.4990723,0.3590408,0.40115476,0.42512444,0.39665905,0.55169225,0.35822916,0.45557225,0.50284725,0.43447682,0.3224501,0.39482623,0.7047682,0.46886575,0.54090595,0.42746627,1.0,0.35437113,0.6210057,0.6225024,0.36412674,0.29119542,0.44856086,0.39258596,-0.47668785,0.5505879,0.33706984,0.2879437,0.3592374,-0.2926753,-0.274652,0.45941693,0.5551635,0.3938542,0.42676193,0.437333,0.18239895
0.46807733,0.4262724,0.35941052,0.39560157,0.20031938,0.48849362,0.4908427,0.41346133,0.14459753,0.19957876,0.5552117,0.5102934,0.624989,0.29877678,0.26145506,0.30135676,0.39753357,0.5963749,0.68681544,0.4510145,0.5407245,0.2125881,0.11450294,0.46645194,0.3133128,0.27431267,0.35218522,0.19974568,0.35437113,1.0,0.4424855,0.5432935,0.28253525,0.21161753,0.26688227,0.6288768,-0.3160482,0.33724505,0.20155178,0.31749955,0.4026873,-0.37766683,-0.1280087,0.512231,0.4413109,0.2802307,0.24387614,0.34363294,0.21473603
0.67514455,0.6981875,0.68509007,0.68279594,0.40002468,0.4064355,0.60273844,0.80136555,0.4823507,0.538989,0.62126875,0.5280024,0.58254695,0.5886159,0.4299863,0.5147,0.5740452,0.5472543,0.47438106,0.45794076,0.5956147,0.58298826,0.32652467,0.7573267,0.7360493,0.4990433,0.52982414,0.5272653,0.6210057,0.4424855,1.0,0.7323729,0.5124353,0.32392618,0.4722254,0.47677732,-0.6862167,0.45116752,0.35512754,0.4816547,0.51245046,-0.4846349,-0.31828275,0.63045293,0.6230872,0.50863075,0.5115977,0.70510054,0.3346743
0.72437847,0.67064536,0.65685445,0.71812123,0.35034937,0.44444174,0.7848431,0.6728102,0.3543142,0.3742851,0.65572727,0.6071331,0.6063154,0.516842,0.55338705,0.5427776,0.39140067,0.57543564,0.5315649,0.55984366,0.7197512,0.35574907,0.27525038,0.6304343,0.60048544,0.6597724,0.65022826,0.5199896,0.6225024,0.5432935,0.7323729,1.0,0.65193224,0.38124883,0.39087367,0.63924,-0.46067005,0.51324236,0.3378904,0.4106471,0.60262215,-0.417956,-0.21457379,0.69352746,0.67972696,0.45905268,0.40318698,0.5563292,0.3133102
0.6237606,0.562392,0.56499064,0.49415046,0.27529132,0.40156108,0.56473947,0.5265986,0.18237959,0.24337205,0.45089585,0.34876055,0.37530467,0.2920541,0.47842926,0.3004303,0.297399,0.3988578,0.31581596,0.33566642,0.4775307,0.22412653,0.12416246,0.46008927,0.37876087,0.5291407,0.46462604,0.35381293,0.36412674,0.28253525,0.5124353,0.65193224,1.0,0.16586956,0.23003292,0.39681977,-0.37787652,0.25585622,0.16623421,0.2414239,0.32533962,-0.29225,-0.26946113,0.41538462,0.47009602,0.30644172,0.3466797,0.43248087,0.3375251
0.39894158,0.40280607,0.422598,0.37937486,0.44928536,0.1369166,0.4399135,0.36856306,0.1991165,0.22439955,0.2674777,0.24284202,0.21572998,0.30437803,0.40886635,0.367364,0.17126065,0.21309789,0.15302683,0.21958892,0.33407184,0.23115653,0.08759437,0.3437397,0.16370228,0.33380392,0.39895082,0.20199487,0.29119542,0.21161753,0.32392618,0.38124883,0.16586956,1.0,0.2638799,0.18566102,-0.30797574,0.21918564,0.30111516,0.21634507,0.4249524,-0.14694385,-0.20483404,0.339521,0.24545875,0.5604211,0.18402544,0.43746498,0.115469776
0.54051286,0.6011658,0.41506898,0.48879302,0.29491517,0.2955768,0.34686172,0.53720903,0.18247625,0.34750837,0.29761106,0.2859837,0.27945274,0.42693192,0.3550014,0.39024228,0.40131417,0.2893881,0.26413387,0.36302924,0.34268877,0.4744798,0.39396724,0.33258253,0.4382874,0.27944207,0.4334437,0.3154961,0.44856086,0.26688227,0.4722254,0.39087367,0.23003292,0.2638799,1.0,0.44911242,-0.36868116,0.30639866,0.38089472,0.28856733,0.40135235,-0.18315713,-0.2639614,0.29243165,0.3942505,0.43709815,0.29020137,0.4550668,0.13604769
0.4922303,0.46231183,0.35778913,0.41885552,0.141116,0.3466219,0.48560536,0.42719537,0.19808942,0.17151111,0.49818784,0.4439224,0.43811834,0.28045583,0.25353724,0.260881,0.26827782,0.56278133,0.7890477,0.4591306,0.53026414,0.25395802,0.17579159,0.47108674,0.38956016,0.3036595,0.4202631,0.2489577,0.39258596,0.6288768,0.47677732,0.63924,0.39681977,0.18566102,0.44911242,1.0,-0.26418066,0.4564637,0.18206756,0.25547448,0.60840756,-0.27803236,-0.14020056,0.43570012,0.50953436,0.28173128,0.24190177,0.30787274,0.31536603
-0.5329709,-0.53922033,-0.47472346,-0.5222143,-0.28257942,-0.2733879,-0.4175679,-0.5365091,-0.18155938,-0.8265534,-0.46115893,-0.4109662,-0.44379574,-0.3051313,-0.46563584,-0.34792364,-0.41145515,-0.40832067,-0.27686042,-0.32142478,-0.44873416,-0.47811854,-0.21446687,-0.47350198,-0.5803215,-0.38355476,-0.38148534,-0.3351583,-0.47668785,-0.3160482,-0.6862167,-0.46067005,-0.37787652,-0.30797574,-0.36868116,-0.26418066,1.0,-0.35716894,-0.3136137,-0.3379056,-0.29425517,0.5292887,0.5523254,-0.3770668,-0.42523116,-0.4178087,-0.3953694,-0.48871982,-0.35063154
0.3523565,0.36255848,0.27294418,0.3439165,0.12608948,0.24290287,0.39322352,0.33954167,0.17045861,0.28855172,0.4290892,0.539785,0.44167262,0.2644977,0.32467976,0.18174303,0.18077683,0.47473347,0.41571695,0.37501928,0.40594286,0.33321482,0.22196674,0.3627934,0.5637878,0.30656317,0.32262024,0.32287118,0.5505879,0.33724505,0.45116752,0.51324236,0.25585622,0.21918564,0.30639866,0.4564637,-0.35716894,1.0,0.24211481,0.21842353,0.47020108,-0.21058786,-0.2177889,0.34878147,0.5992161,0.27240077,0.27420005,0.27680075,0.34174484
0.42847323,0.4169983,0.23281147,0.32452077,0.19690639,0.3857369,0.41789562,0.40095657,0.10938129,0.35565162,0.32264555,0.30186823,0.26779237,0.48452377,0.37772727,0.36849076,0.20850882,0.17069899,0.13904501,0.30718827,0.3291694,0.25243276,0.31661764,0.32411635,0.3013715,0.4440202,0.3275791,0.3674814,0.33706984,0.20155178,0.35512754,0.3378904,0.16623421,0.30111516,0.38089472,0.18206756,-0.3136137,0.24211481,1.0,0.44965577,0.30520564,-0.30525285,-0.2413922,0.48196363,0.36911327,0.4356216,0.35423714,0.5358138,0.26879224
0.33933312,0.29953453,0.26712638,0.33900076,0.1940741,0.2861272,0.3850696,0.40609485,0.20120646,0.24450155,0.41850966,0.28773904,0.36893243,0.47934836,0.27026725,0.30466026,0.2951423,0.28951126,0.22061594,0.31667668,0.53290623,0.2644677,0.14535594,0.44537592,0.25892386,0.31458557,0.3054626,0.2573827,0.2879437,0.31749955,0.4816547,0.4106471,0.2414239,0.21634507,0.28856733,0.25547448,-0.3379056,0.21842353,0.44965577,1.0,0.3874495,-0.29881838,-0.121080704,0.43539894,0.34418607,0.295223,0.2996076,0.4209137,0.30772713
