"sono ansioso, inquieto o angosciato","sono preoccupato, tormentato o infastitdito","sono scoraggiato, depresso, abbattuto",ho l'impressione di perdere il controllo,"mii sento solo, isolato, incompreso",mi sento il cuore che batte velocemente o irregolarment,"sono irritabile, ho i nervi a fior di pelle, perdo la pazienza con le persone e le cose",sono stressato,"sono inefficiente, inadeguato",sono calmo,"ho il respiro corto, a scatti, limitato, rapido","ho il viso (fronte, sopracciglia o labbra) contratto, corrugato, teso","ho i muscoli tesi o che tremano, ho crampi muscolari",ho l’impressione che ogni cosa mi comporti uno sforzo notevole,"controllo male le mie reazioni, l’umore, i gesti","sono confuso, non ho le idee chiare, manco di attenzione e di concentrazione",sento “un gran peso sulle spalle”,mi sento la gola stretta o la bocca secca,"ho difficoltà a digerire, mal di stomaco, mi sento un nodo allo stomaco",ho improvvise variazioni della temperatura corporea,faccio lunghi sospiri o riprendo di colpo la respirazione,sono teso o contratto,"riesamino le stesse idee più volte, rimugino,","mi sento sopraffatto, sovrastato, sovraccaricato",ho le mascelle serrate,"sono brusco nei comportamenti, mi muovo rapidamente e a scatti",ho soprassalti per situazioni inattese o rumori improvvisi,sono aggressivo,ho i lineamenti tirati o le occhiaie,"ho dei dolori fisici: mal di schiena, mal di testa, male al collo, mal di pancia",sono affaticato,"sono maldestro, faccio gaffes, inciampo, perdo le cose",piango facilmente,evito i contatti sociali o non frequento più attività culturali,sono preoccupato di ciò che può succedere il giorno dopo,ho diarrea o crampi intestinali o stitichezza,sono rilassato*,Mi mangio le unghie o la pelle intorno alle dita,"Sto continuamente attento all’orario, guardo spesso il mio orologio o chiedo l’ora",impiego più di mezz’ora per addormentarmi,tendo a saltare i pasti o a dimenticare di mangiare,"mi sento pieno di energia, in forma",vedo la vita semplice e facile,"sono irrequieto, ho sempre bisogno di muovermi, non riesco a stare fermo",ho le mani sudate o sudo molto,"dimentico appuntamenti, oggetti o cose da fare",cammino velocemente,"mi sento pressato dal tempo, mi manca il tempo","mangio velocemente, finisco di pranzare in meno di 15 minuti"
0.6355657,0.69411933,0.77196866,0.7784602,0.64373064,0.7529762,0.68132156,0.66528845,0.62679625,0.56747824,1.0,0.8259697,0.6768205,0.7071924,0.6955476,0.67106503,0.5816399,0.59698015,0.714404,0.6354356,0.7232971,0.6836121,0.7563646,0.7754413,0.5053618,0.79592896,0.770983,0.58101,0.64847946,0.67036724,0.7184807,0.7343279,0.59784144,0.63154787,0.6781328,0.59450495,0.67664564,0.618903,0.71657836,0.7277359,0.7019251,0.60011715,0.5618202,0.67100954,0.5342117,0.70821536,0.7322291,0.658626,0.73170507
0.7124854,0.69640493,0.8242423,0.75701284,0.6400837,0.80370915,0.71582806,0.6710025,0.5970061,0.5859286,0.8259697,1.0,0.762342,0.74531424,0.690808,0.6945255,0.6227198,0.7220172,0.79665077,0.6874838,0.7887552,0.8045312,0.8306769,0.8788874,0.535739,0.7547833,0.8003201,0.5649377,0.670069,0.7275225,0.7552313,0.7922298,0.58431786,0.64335614,0.71559113,0.6965644,0.7456769,0.69477546,0.7199069,0.76528805,0.7780727,0.67641807,0.5770928,0.73859054,0.58900845,0.7519182,0.73083866,0.61311424,0.69527566
0.59260386,0.59507716,0.6515649,0.69348323,0.62187505,0.7733058,0.66958326,0.5726565,0.443865,0.50878847,0.6768205,0.762342,1.0,0.7604561,0.6730168,0.65775543,0.5434623,0.69156885,0.7292378,0.63625467,0.715781,0.6790259,0.74807894,0.7358023,0.43727112,0.7653246,0.7670237,0.41354257,0.7627702,0.71134806,0.61741424,0.7200107,0.478064,0.6405179,0.75061595,0.65916836,0.6055828,0.68629354,0.63662875,0.7618523,0.746724,0.5822314,0.3493908,0.7772832,0.59470624,0.6879602,0.5811993,0.6325339,0.64595443
0.641816,0.64500874,0.67347234,0.8633709,0.6660764,0.8588766,0.76118743,0.57930815,0.56695724,0.5063948,0.7071924,0.74531424,0.7604561,1.0,0.72245073,0.75001407,0.627951,0.7066403,0.8088078,0.5935158,0.73702455,0.65778834,0.7797059,0.7649797,0.4630463,0.82868934,0.74356747,0.47008312,0.7337665,0.6531751,0.63440216,0.7488871,0.53793657,0.61908233,0.82596487,0.5775082,0.62184334,0.7712753,0.7385781,0.81476974,0.7125963,0.6621377,0.5367038,0.7847841,0.6135684,0.6937243,0.67463946,0.7029991,0.63319397
0.5467237,0.62407815,0.59427327,0.73350024,0.62326956,0.74441755,0.62042344,0.5247408,0.47898114,0.43298295,0.6955476,0.690808,0.6730168,0.72245073,1.0,0.57656133,0.4929837,0.56284696,0.6660669,0.52310956,0.57864696,0.5906571,0.7198764,0.68020433,0.52475274,0.7042557,0.6828933,0.48547974,0.68471193,0.65163875,0.60506684,0.7033089,0.54764223,0.5110969,0.7234808,0.46205315,0.5973622,0.7342428,0.6576465,0.7067778,0.5893154,0.51989096,0.41543436,0.6382257,0.6440553,0.58558166,0.6203385,0.66735846,0.6200421
0.6126503,0.607167,0.5907066,0.7465466,0.64058673,0.7320802,0.66362756,0.54660296,0.4567634,0.4625804,0.67106503,0.6945255,0.65775543,0.75001407,0.57656133,1.0,0.55261755,0.5832368,0.6804302,0.5489259,0.6765225,0.6216345,0.70454395,0.6674747,0.3863256,0.7185195,0.66730034,0.4206911,0.587885,0.61281735,0.6082376,0.65894085,0.47103125,0.67100203,0.7726306,0.5283878,0.50448304,0.63106894,0.7116548,0.72687614,0.6633878,0.5966723,0.51785904,0.83814025,0.50332695,0.66680187,0.58466494,0.52257353,0.6184152
0.56445277,0.50660044,0.5844016,0.6206807,0.54866344,0.6647535,0.56615174,0.5658653,0.4948288,0.6168165,0.5816399,0.6227198,0.5434623,0.627951,0.4929837,0.55261755,1.0,0.6552522,0.6140271,0.5117732,0.52377105,0.60371006,0.6487818,0.6099494,0.47697243,0.55592287,0.5717316,0.49170402,0.51800317,0.50516534,0.59774,0.6749645,0.52285373,0.42868248,0.61226743,0.35966188,0.6388404,0.57984686,0.5599898,0.57175934,0.50524104,0.530067,0.51301986,0.6019317,0.51567537,0.5403595,0.65105045,0.5746391,0.5796836
0.5368747,0.49849615,0.6370225,0.64019763,0.50763696,0.74466175,0.61682177,0.48377085,0.44761539,0.5783669,0.59698015,0.7220172,0.69156885,0.7066403,0.56284696,0.5832368,0.6552522,1.0,0.6886734,0.6018536,0.68582505,0.6282143,0.69889516,0.725816,0.48532727,0.6407825,0.6233048,0.42363343,0.572709,0.5520973,0.58526975,0.71083003,0.54566526,0.48572502,0.68929136,0.5584905,0.58678126,0.6819961,0.58560634,0.7076451,0.6687145,0.64387345,0.5323479,0.6085091,0.5376318,0.64560324,0.6313896,0.6103112,0.5693435
0.6297476,0.64795166,0.70721096,0.7423386,0.6606749,0.81139797,0.6632004,0.5966886,0.5834981,0.53920203,0.714404,0.79665077,0.7292378,0.8088078,0.6660669,0.6804302,0.6140271,0.6886734,1.0,0.60411704,0.74682367,0.6779977,0.79628384,0.80076826,0.4829552,0.7666701,0.7217047,0.4514036,0.6318293,0.71301246,0.6618742,0.7287108,0.55171895,0.5810735,0.7637532,0.6463322,0.64968306,0.72524446,0.71026385,0.73506796,0.7548654,0.6928204,0.51562464,0.74572635,0.6164004,0.7203014,0.7033378,0.7002797,0.68234825
0.5070906,0.5075842,0.6337891,0.63658917,0.49265373,0.688805,0.6288219,0.46697778,0.42667365,0.431373,0.6354356,0.6874838,0.63625467,0.5935158,0.52310956,0.5489259,0.5117732,0.6018536,0.60411704,1.0,0.67487556,0.51689255,0.6401786,0.62544733,0.44822097,0.6487787,0.6946935,0.39060402,0.6099566,0.6625849,0.50798166,0.6073798,0.53460205,0.5862011,0.5768884,0.5953313,0.4736027,0.5499253,0.57209134,0.670377,0.64491,0.59990025,0.5352278,0.60185045,0.46388942,0.62007934,0.58697516,0.52612156,0.5919082
0.57376695,0.5829953,0.6995843,0.74412686,0.56047606,0.7391383,0.75283265,0.5426247,0.49620754,0.44678375,0.7232971,0.7887552,0.715781,0.73702455,0.57864696,0.6765225,0.52377105,0.68582505,0.74682367,0.67487556,1.0,0.57753146,0.74141586,0.76378566,0.44780803,0.69678694,0.7590071,0.421502,0.6511438,0.70359516,0.61530167,0.6901663,0.47568646,0.5881476,0.6980113,0.74455446,0.6119448,0.70113635,0.7289672,0.77157855,0.7862433,0.6995948,0.5015354,0.6679243,0.53652483,0.69738495,0.5886051,0.5768283,0.6755186
0.7114499,0.68316966,0.76794755,0.6674374,0.56859857,0.6966323,0.55390465,0.6980454,0.62667215,0.66294324,0.6836121,0.8045312,0.6790259,0.65778834,0.5906571,0.6216345,0.60371006,0.6282143,0.6779977,0.51689255,0.57753146,1.0,0.6489277,0.7927146,0.48097008,0.6663458,0.6748674,0.5624545,0.5846244,0.55639035,0.79444957,0.72564435,0.52801645,0.55046743,0.6805866,0.5359554,0.7605921,0.54683495,0.64035964,0.67903376,0.65500855,0.53156257,0.41836375,0.67800295,0.5827943,0.6472234,0.66095585,0.56031555,0.5912673
0.65763944,0.6481952,0.7227345,0.7860467,0.68211746,0.8047862,0.6933621,0.6273376,0.552397,0.51511556,0.7563646,0.8306769,0.74807894,0.7797059,0.7198764,0.70454395,0.6487818,0.69889516,0.79628384,0.6401786,0.74141586,0.6489277,1.0,0.8000984,0.5449018,0.74862623,0.76078033,0.4880974,0.6794828,0.6785556,0.6844816,0.7413963,0.60209537,0.5829108,0.76326513,0.6009799,0.6816802,0.7820395,0.70615196,0.7881271,0.7611942,0.6650661,0.57520884,0.7558436,0.6008357,0.7846178,0.7133272,0.63566256,0.7611442
0.6857132,0.708593,0.7955151,0.72462463,0.70116615,0.8167675,0.65064013,0.7032784,0.640477,0.57475513,0.7754413,0.8788874,0.7358023,0.7649797,0.68020433,0.6674747,0.6099494,0.725816,0.80076826,0.62544733,0.76378566,0.7927146,0.8000984,1.0,0.50166845,0.7814051,0.814978,0.5428976,0.6415272,0.64606464,0.81729734,0.774117,0.5524685,0.6181465,0.7323561,0.6165491,0.7755774,0.66761196,0.703974,0.7839818,0.77231234,0.6513896,0.5470555,0.72522736,0.5832932,0.7442959,0.67627406,0.68792963,0.6763338
0.40484577,0.40970954,0.47845176,0.5134602,0.36647207,0.55912864,0.47216922,0.33450165,0.39807093,0.4211222,0.5053618,0.535739,0.43727112,0.4630463,0.52475274,0.3863256,0.47697243,0.48532727,0.4829552,0.44822097,0.44780803,0.48097008,0.5449018,0.50166845,1.0,0.42147213,0.44225076,0.32944113,0.46419317,0.43893144,0.42113617,0.5606728,0.48453283,0.26041755,0.43890798,0.37251863,0.47760695,0.5260635,0.41025245,0.44383627,0.47130352,0.39925125,0.49087048,0.38847196,0.5068713,0.45906433,0.5028459,0.38862628,0.40196264
0.5915742,0.633114,0.692598,0.7440068,0.6949215,0.82109076,0.688118,0.6373452,0.56068337,0.5476448,0.79592896,0.7547833,0.7653246,0.82868934,0.7042557,0.7185195,0.55592287,0.6407825,0.7666701,0.6487787,0.69678694,0.6663458,0.74862623,0.7814051,0.42147213,1.0,0.75479424,0.5147183,0.73397803,0.6279194,0.653968,0.6856587,0.51798034,0.632124,0.78103036,0.55684876,0.61551166,0.71064496,0.66011333,0.7513684,0.70704496,0.6876904,0.5038485,0.78326637,0.6103436,0.6844332,0.68894565,0.75179875,0.6943908
0.62562656,0.7233421,0.76944304,0.75940526,0.666573,0.7740497,0.70016074,0.6358019,0.5982374,0.43026313,0.770983,0.8003201,0.7670237,0.74356747,0.6828933,0.66730034,0.5717316,0.6233048,0.7217047,0.6946935,0.7590071,0.6748674,0.76078033,0.814978,0.44225076,0.75479424,1.0,0.48547593,0.7244075,0.7067716,0.7111689,0.71724665,0.520534,0.73246366,0.73944974,0.6548486,0.6724148,0.6532267,0.7027669,0.7682836,0.78076637,0.6296624,0.51819044,0.7338788,0.5951828,0.7155786,0.5979643,0.63869816,0.69376236
0.5959238,0.63578963,0.57418436,0.4803489,0.53845274,0.51380306,0.5488256,0.6976905,0.5696247,0.66495013,0.58101,0.5649377,0.41354257,0.47008312,0.48547974,0.4206911,0.49170402,0.42363343,0.4514036,0.39060402,0.421502,0.5624545,0.4880974,0.5428976,0.32944113,0.5147183,0.48547593,1.0,0.48029155,0.44299313,0.6079097,0.59004545,0.48489237,0.3556466,0.48480725,0.3676293,0.661219,0.41712648,0.4901917,0.45362175,0.35075682,0.42636067,0.43891683,0.4882456,0.36186993,0.4342431,0.57952666,0.44351953,0.41483623
0.58556694,0.599819,0.59838146,0.7030263,0.6166297,0.7497194,0.67968357,0.5637978,0.48070848,0.46076953,0.64847946,0.670069,0.7627702,0.7337665,0.68471193,0.587885,0.51800317,0.572709,0.6318293,0.6099566,0.6511438,0.5846244,0.6794828,0.6415272,0.46419317,0.73397803,0.7244075,0.48029155,1.0,0.6364249,0.576106,0.658627,0.45731983,0.5314756,0.67530197,0.5530368,0.5973539,0.68662745,0.6263211,0.69693995,0.6749757,0.58510464,0.42239785,0.6771412,0.6024262,0.63639086,0.54795146,0.61111724,0.593202
0.5891003,0.60935676,0.61282897,0.6855904,0.60675395,0.66211593,0.75745386,0.51811486,0.44868273,0.40292206,0.67036724,0.7275225,0.71134806,0.6531751,0.65163875,0.61281735,0.50516534,0.5520973,0.71301246,0.6625849,0.70359516,0.55639035,0.6785556,0.64606464,0.43893144,0.6279194,0.7067716,0.44299313,0.6364249,1.0,0.5638286,0.69940484,0.48368555,0.5899782,0.6413776,0.7150661,0.5116935,0.6653435,0.6028748,0.6732116,0.6633907,0.5871841,0.4131569,0.6469473,0.5277755,0.66880196,0.54589826,0.5442743,0.6199961
0.7521007,0.7388488,0.77237403,0.63713634,0.6420016,0.68319875,0.5455153,0.80982196,0.6909448,0.6893122,0.7184807,0.7552313,0.61741424,0.63440216,0.60506684,0.6082376,0.59774,0.58526975,0.6618742,0.50798166,0.61530167,0.79444957,0.6844816,0.81729734,0.42113617,0.653968,0.7111689,0.6079097,0.576106,0.5638286,1.0,0.7575749,0.55616486,0.59595585,0.67339087,0.4913542,0.8380601,0.5755878,0.69444156,0.67921907,0.61151695,0.52222586,0.4593446,0.64219904,0.55262405,0.63340867,0.6769678,0.54195607,0.5817578
0.73746157,0.6944661,0.75705457,0.72735095,0.63417935,0.77081853,0.6985694,0.64428866,0.6129097,0.6946523,0.7343279,0.7922298,0.7200107,0.7488871,0.7033089,0.65894085,0.6749645,0.71083003,0.7287108,0.6073798,0.6901663,0.72564435,0.7413963,0.774117,0.5606728,0.6856587,0.71724665,0.59004545,0.658627,0.69940484,0.7575749,1.0,0.65056205,0.57167315,0.7457564,0.57508373,0.74327314,0.6492547,0.7025826,0.7720151,0.663782,0.6114179,0.5817293,0.6804869,0.5970985,0.6988362,0.7543029,0.6389153,0.62323827
0.4968319,0.48595965,0.54746354,0.5857935,0.4571421,0.5881411,0.4886657,0.44959965,0.4896474,0.5524515,0.59784144,0.58431786,0.478064,0.53793657,0.54764223,0.47103125,0.52285373,0.54566526,0.55171895,0.53460205,0.47568646,0.52801645,0.60209537,0.5524685,0.48453283,0.51798034,0.520534,0.48489237,0.45731983,0.48368555,0.55616486,0.65056205,1.0,0.43996406,0.5538522,0.43142134,0.55079603,0.49350408,0.4916697,0.64258015,0.46534044,0.49579692,0.6093792,0.5234633,0.47410065,0.61207074,0.6901597,0.5077855,0.56799126
0.535411,0.58128023,0.61290646,0.6099023,0.58539826,0.6198646,0.5559118,0.49379873,0.44179603,0.35745752,0.63154787,0.64335614,0.6405179,0.61908233,0.5110969,0.67100203,0.42868248,0.48572502,0.5810735,0.5862011,0.5881476,0.55046743,0.5829108,0.6181465,0.26041755,0.632124,0.73246366,0.3556466,0.5314756,0.5899782,0.59595585,0.57167315,0.43996406,1.0,0.6217475,0.52499723,0.48930833,0.50969845,0.56216234,0.6010952,0.6102193,0.50217277,0.46017426,0.6583184,0.416148,0.6153403,0.47213912,0.4685734,0.5545586
0.64838815,0.7033987,0.65533626,0.81033856,0.6110698,0.7976846,0.71457523,0.6155727,0.51469755,0.51320016,0.6781328,0.71559113,0.75061595,0.82596487,0.7234808,0.7726306,0.61226743,0.68929136,0.7637532,0.5768884,0.6980113,0.6805866,0.76326513,0.7323561,0.43890798,0.78103036,0.73944974,0.48480725,0.67530197,0.6413776,0.67339087,0.7457564,0.5538522,0.6217475,1.0,0.553004,0.6225551,0.7494087,0.7305196,0.79093266,0.70207286,0.6557145,0.47775,0.8058934,0.67213875,0.6690384,0.6336445,0.66125727,0.6767878
0.52961606,0.60829383,0.59122866,0.59212637,0.4594741,0.5630202,0.7197079,0.48340344,0.45411235,0.34987336,0.59450495,0.6965644,0.65916836,0.5775082,0.46205315,0.5283878,0.35966188,0.5584905,0.6463322,0.5953313,0.74455446,0.5359554,0.6009799,0.6165491,0.37251863,0.55684876,0.6548486,0.3676293,0.5530368,0.7150661,0.4913542,0.57508373,0.43142134,0.52499723,0.553004,1.0,0.51774865,0.5250779,0.546136,0.611201,0.6754966,0.5571719,0.42050964,0.5365223,0.41539848,0.57895964,0.4688493,0.42349535,0.5410214
0.7025504,0.72040725,0.7397318,0.60630137,0.5785372,0.6272991,0.5754485,0.78988504,0.6914859,0.72667205,0.67664564,0.7456769,0.6055828,0.62184334,0.5973622,0.50448304,0.6388404,0.58678126,0.64968306,0.4736027,0.6119448,0.7605921,0.6816802,0.7755774,0.47760695,0.61551166,0.6724148,0.661219,0.5973539,0.5116935,0.8380601,0.74327314,0.55079603,0.48930833,0.6225551,0.51774865,1.0,0.5495206,0.63265955,0.6000216,0.59722656,0.51379627,0.48285165,0.5880444,0.5247191,0.57293963,0.6570975,0.5033921,0.5485331
0.58936495,0.52988595,0.60623646,0.73803246,0.6579417,0.7472923,0.68480486,0.5322325,0.4846354,0.4026967,0.618903,0.69477546,0.68629354,0.7712753,0.7342428,0.63106894,0.57984686,0.6819961,0.72524446,0.5499253,0.70113635,0.54683495,0.7820395,0.66761196,0.5260635,0.71064496,0.6532267,0.41712648,0.68662745,0.6653435,0.5755878,0.6492547,0.49350408,0.50969845,0.7494087,0.5250779,0.5495206,1.0,0.6261816,0.71373045,0.68484294,0.6367279,0.41444618,0.7014538,0.7100601,0.6525483,0.56526995,0.6374948,0.6148261
0.71261865,0.6553481,0.6601641,0.7480532,0.57143176,0.7497463,0.6362485,0.5809833,0.5615636,0.5160133,0.71657836,0.7199069,0.63662875,0.7385781,0.6576465,0.7116548,0.5599898,0.58560634,0.71026385,0.57209134,0.7289672,0.64035964,0.70615196,0.703974,0.41025245,0.66011333,0.7027669,0.4901917,0.6263211,0.6028748,0.69444156,0.7025826,0.4916697,0.56216234,0.7305196,0.546136,0.63265955,0.6261816,1.0,0.74726844,0.66674113,0.57411104,0.47567058,0.7045884,0.54482687,0.67301893,0.65922356,0.54903185,0.629822
0.61543083,0.6222458,0.704051,0.8123553,0.62075377,0.8015707,0.6763111,0.5578569,0.5250004,0.46689212,0.7277359,0.76528805,0.7618523,0.81476974,0.7067778,0.72687614,0.57175934,0.7076451,0.73506796,0.670377,0.77157855,0.67903376,0.7881271,0.7839818,0.44383627,0.7513684,0.7682836,0.45362175,0.69693995,0.6732116,0.67921907,0.7720151,0.64258015,0.6010952,0.79093266,0.611201,0.6000216,0.71373045,0.74726844,1.0,0.7586998,0.64349234,0.4977244,0.72829574,0.5843057,0.7622341,0.6874978,0.6584861,0.711183
0.57562965,0.612187,0.69809216,0.7176661,0.5459301,0.74787086,0.66950434,0.5604415,0.47145957,0.3794866,0.7019251,0.7780727,0.746724,0.7125963,0.5893154,0.6633878,0.50524104,0.6687145,0.7548654,0.64491,0.7862433,0.65500855,0.7611942,0.77231234,0.47130352,0.70704496,0.78076637,0.35075682,0.6749757,0.6633907,0.61151695,0.663782,0.46534044,0.6102193,0.70207286,0.6754966,0.59722656,0.68484294,0.66674113,0.7586998,1.0,0.67388994,0.48445478,0.68007886,0.59433025,0.7741157,0.5555779,0.6034132,0.7141558
