I couldn't seem to experience any positive feeling at all ,I found it difficult to work up the initiative to do things ,I felt that I had nothing to look forward to ,I felt down-hearted and blue,I was unable to become enthusiastic about anything ,I felt I wasn't worth much as a person ,I felt that life was meaningless ,I was aware of dryness of my mouth,"I experienced breathing difficulty (eg, excessively rapid breathing,
breathlessness in the absence of physical exertion)","I experienced trembling (eg, in the hands) ","I was worried about situations in which I might panic and make
a fool of myself",I felt I was close to panic ,"I was aware of the action of my heart in the absence of physical
exertion (eg, sense of heart rate increase, heart missing a beat)",I felt scared without any good reason,I found it hard to wind down,I tended to over-react to situations ,I felt that I was using a lot of nervous energy,I found myself getting agitated ,I found it difficult to relax ,"I was intolerant of anything that kept me from getting on with
what I was doing",I felt that I was rather touchy
0.8257586,0.84347177,0.8382919,0.84895945,0.84010446,0.8424735,0.8286714,0.85097516,0.8334458,0.8367058,1.0,0.8958669,0.8215352,0.8648516,0.8380049,0.8765608,0.8813659,0.86458135,0.84638274,0.8587104,0.84881914
0.86818564,0.8411554,0.8704096,0.8753427,0.8602586,0.8644121,0.8714099,0.8612512,0.8405006,0.86868936,0.8958669,1.0,0.8157774,0.8927444,0.88604355,0.8770998,0.9082173,0.90467495,0.8963989,0.8350836,0.8878673
0.811516,0.7950989,0.7930118,0.81341827,0.80690753,0.79631627,0.8218089,0.8448125,0.9190786,0.855286,0.8215352,0.8157774,1.0,0.8249018,0.7865411,0.81603265,0.83327544,0.81888676,0.79073286,0.8187547,0.7946789
0.90243024,0.8325784,0.8830088,0.86465025,0.8771825,0.86992776,0.89160186,0.8253677,0.84672064,0.85345584,0.8648516,0.8927444,0.8249018,1.0,0.8528609,0.84635335,0.8779273,0.87013525,0.86347365,0.8534732,0.8657809
0.8514874,0.8935547,0.8746659,0.8801888,0.8635243,0.8713714,0.87697387,0.84410405,0.82919604,0.84817076,0.8380049,0.88604355,0.7865411,0.8528609,1.0,0.8664669,0.8753427,0.8926927,0.92327964,0.8512081,0.872099
0.8453604,0.86250687,0.8610146,0.8531165,0.87011766,0.8595485,0.8491588,0.8512329,0.8340275,0.8587355,0.8765608,0.8770998,0.81603265,0.84635335,0.8664669,1.0,0.8833565,0.88253254,0.8757781,0.86969554,0.8706855
0.86409724,0.85624784,0.84992933,0.86577827,0.8522543,0.8708835,0.8547903,0.8618909,0.85927343,0.86246693,0.88136595,0.9082173,0.8332755,0.8779274,0.8753426,0.8833566,1.0,0.8913887,0.89070785,0.85145336,0.89358354
0.85520315,0.86142015,0.86417663,0.874705,0.8787656,0.86367464,0.866928,0.8672948,0.84054375,0.8726419,0.8645816,0.90467495,0.81888676,0.8701353,0.89269257,0.88253236,0.8913887,1.0,0.9029427,0.8524356,0.88264894
0.87159187,0.88458097,0.88415074,0.87152576,0.8742874,0.873213,0.87865144,0.8440515,0.8416947,0.851771,0.84638274,0.8963989,0.79073286,0.86347365,0.92327964,0.8757781,0.89070785,0.9029427,1.0,0.84542,0.87217426
0.8505584,0.8702613,0.8717259,0.825456,0.88927543,0.85221195,0.8526043,0.8363534,0.82418513,0.80631614,0.8587104,0.8350836,0.8187547,0.8534732,0.8512081,0.86969554,0.85145336,0.8524356,0.84542,1.0,0.8359016
0.85485595,0.8484139,0.8531014,0.86726016,0.83980024,0.88166547,0.85638875,0.8549098,0.8277946,0.87218016,0.84881914,0.8878673,0.7946789,0.8657809,0.872099,0.8706855,0.89358354,0.88264894,0.87217426,0.8359016,1.0
