I couldn't seem to experience any positive feeling at all ,I found it difficult to work up the initiative to do things ,I felt that I had nothing to look forward to ,I felt down-hearted and blue,I was unable to become enthusiastic about anything ,I felt I wasn't worth much as a person ,I felt that life was meaningless ,I was aware of dryness of my mouth,"I experienced breathing difficulty (eg, excessively rapid breathing,
breathlessness in the absence of physical exertion)","I experienced trembling (eg, in the hands) ","I was worried about situations in which I might panic and make
a fool of myself",I felt I was close to panic ,"I was aware of the action of my heart in the absence of physical
exertion (eg, sense of heart rate increase, heart missing a beat)",I felt scared without any good reason,I found it hard to wind down,I tended to over-react to situations ,I felt that I was using a lot of nervous energy,I found myself getting agitated ,I found it difficult to relax ,"I was intolerant of anything that kept me from getting on with
what I was doing",I felt that I was rather touchy
0.25559384,0.4142874,0.36011967,0.38056886,0.3844003,0.3038336,0.3143588,0.32207146,0.34083956,0.34293377,1.0,0.51878136,0.28067547,0.43133518,0.33472884,0.50633687,0.38028282,0.49076226,0.35486156,0.45054078,0.39068252
0.43062115,0.428778,0.55697405,0.5472876,0.40628344,0.5107434,0.54331654,0.47113973,0.37097853,0.42738324,0.51878136,1.0,0.35705334,0.5105219,0.56164575,0.45162055,0.53399044,0.6346636,0.53633547,0.32532096,0.7312082
0.3726331,0.34653354,0.38480356,0.3534996,0.32887024,0.36123937,0.42138433,0.32967347,0.73318946,0.6092621,0.28067547,0.35705334,1.0,0.34508365,0.2863599,0.29221734,0.43000066,0.37458897,0.2997011,0.2972395,0.35946912
0.57507074,0.41792238,0.64575875,0.5138831,0.55628633,0.5406556,0.57787377,0.34791094,0.37969965,0.2920162,0.43133518,0.5105219,0.34508365,1.0,0.40860695,0.40376955,0.425947,0.5028827,0.41138196,0.41418296,0.4781012
0.39743125,0.5886239,0.4875792,0.52541596,0.45822805,0.4402966,0.48227546,0.5075649,0.44467804,0.37416455,0.33472884,0.56164575,0.2863599,0.40860695,1.0,0.39625257,0.41329643,0.6790208,0.84956384,0.3559097,0.6055585
0.40799582,0.51395047,0.42479116,0.3789174,0.49943227,0.4150526,0.355305,0.353472,0.35622045,0.3790648,0.50633687,0.45162055,0.29221734,0.40376955,0.39625257,1.0,0.40493628,0.47635505,0.38435918,0.48938832,0.52841425
0.4793799,0.46124393,0.4734881,0.45729065,0.3737193,0.52241,0.51454175,0.35565972,0.40871286,0.3652012,0.38028288,0.53399026,0.43000066,0.42594698,0.41329646,0.40493625,1.0,0.5074016,0.3939879,0.3127806,0.63740265
0.417296,0.531768,0.546921,0.5554539,0.5231197,0.45793095,0.5314446,0.4900732,0.40556982,0.4572417,0.4907622,0.6346636,0.3745889,0.50288266,0.6790208,0.4763551,0.5074016,1.0,0.69593984,0.4152174,0.68682873
0.38420224,0.5809706,0.4662016,0.4622388,0.45507246,0.44478175,0.47044903,0.41500264,0.4825752,0.3597643,0.35486156,0.53633547,0.2997011,0.41138196,0.84956384,0.38435918,0.3939879,0.69593984,1.0,0.35393143,0.59595335
0.40430224,0.6110983,0.57267994,0.29437184,0.6869377,0.39207762,0.34360716,0.28712615,0.33061612,0.2975188,0.45054078,0.32532096,0.2972395,0.41418296,0.3559097,0.48938832,0.3127806,0.4152174,0.35393143,1.0,0.3909083
0.54813755,0.4980625,0.63211775,0.58488655,0.46256587,0.6752742,0.63295317,0.4712694,0.36027813,0.4476514,0.39068252,0.7312082,0.35946912,0.4781012,0.6055585,0.52841425,0.63740265,0.68682873,0.59595335,0.3909083,1.0
