I couldn't seem to experience any positive feeling at all ,I found it difficult to work up the initiative to do things ,I felt that I had nothing to look forward to ,I felt down-hearted and blue,I was unable to become enthusiastic about anything ,I felt I wasn't worth much as a person ,I felt that life was meaningless ,I was aware of dryness of my mouth,"I experienced breathing difficulty (eg, excessively rapid breathing,
breathlessness in the absence of physical exertion)","I experienced trembling (eg, in the hands) ","I was worried about situations in which I might panic and make
a fool of myself",I felt I was close to panic ,"I was aware of the action of my heart in the absence of physical
exertion (eg, sense of heart rate increase, heart missing a beat)",I felt scared without any good reason,I found it hard to wind down,I tended to over-react to situations ,I felt that I was using a lot of nervous energy,I found myself getting agitated ,I found it difficult to relax ,"I was intolerant of anything that kept me from getting on with
what I was doing",I felt that I was rather touchy
0.2998523,0.40801573,0.32374054,0.21185532,0.2864218,0.2563364,0.23596564,0.28432745,0.20121372,0.369203,1.0,0.5090606,0.26568538,0.53443015,0.3288893,0.59577477,0.54149044,0.47549725,0.4733674,0.359352,0.44513065
0.3639797,0.25707337,0.47279054,0.5163162,0.28470156,0.30918044,0.43421957,0.41684824,0.22020629,0.43976906,0.5090606,1.0,0.2541179,0.7307287,0.35963628,0.40829664,0.56411284,0.57204705,0.4338683,0.21099706,0.4354268
0.28950968,0.24464169,0.21708551,0.22175977,0.14447646,0.16018355,0.24790981,0.3351995,0.46087658,0.44972694,0.26568538,0.2541179,1.0,0.28947073,0.14304073,0.24723765,0.43863705,0.123992525,0.2647283,0.091270074,0.13086838
0.4928959,0.26352027,0.5753043,0.5385496,0.35912177,0.40587932,0.5068267,0.42143276,0.18769598,0.4633308,0.53443015,0.7307287,0.28947073,1.0,0.30007023,0.37782985,0.52704585,0.48472798,0.39306563,0.30604702,0.41549852
0.3647443,0.49909377,0.37700385,0.26157716,0.39545995,0.21124326,0.2939334,0.28848296,0.26683885,0.25571406,0.3288893,0.35963628,0.14304073,0.30007023,1.0,0.38157144,0.5561168,0.48533553,0.6630291,0.3375166,0.29464757
0.26633006,0.5320266,0.33154917,0.30404824,0.41159853,0.47818726,0.35901326,0.28373656,0.19207801,0.37743595,0.59577477,0.40829664,0.24723765,0.37782985,0.38157144,1.0,0.49773797,0.46134776,0.53114617,0.5166241,0.46580333
0.51254857,0.3745848,0.3783043,0.40680677,0.3760877,0.32494444,0.3734542,0.46641833,0.3638348,0.61245525,0.5414905,0.5641129,0.43863702,0.5270457,0.55611694,0.49773794,1.0,0.5553638,0.648087,0.28271997,0.4566266
0.34068286,0.4419862,0.37980506,0.3889063,0.4360693,0.30929926,0.36706635,0.355031,0.17426729,0.3450594,0.47549736,0.57204723,0.12399256,0.48472813,0.4853354,0.4613477,0.5553638,1.0,0.59900653,0.3503433,0.5146066
0.48660767,0.5220214,0.5130166,0.3506338,0.480492,0.3486665,0.40923923,0.38451362,0.35671625,0.42867768,0.4733674,0.4338683,0.2647283,0.39306563,0.6630291,0.53114617,0.648087,0.59900653,1.0,0.4054437,0.4111808
0.306026,0.43868795,0.3281008,0.25618464,0.4523576,0.37433425,0.33819842,0.17171752,0.11372921,0.18031186,0.359352,0.21099706,0.091270074,0.30604702,0.3375166,0.5166241,0.28271997,0.3503433,0.4054437,1.0,0.3388799
0.29676908,0.27785447,0.368474,0.43718597,0.26140243,0.42905974,0.3368337,0.24795732,0.045691922,0.29070127,0.44513065,0.4354268,0.13086838,0.41549852,0.29464757,0.46580333,0.4566266,0.5146066,0.4111808,0.3388799,1.0
